key,brand,tier,year,season,emb_idx
20299,Gucci,Luxury,2013,Pre-Fall,25859
27825,Givenchy,Luxury,2001,Fall,25860
482990,Maison Margiela,Avant-garde,2013,Fall,25861
68156,Chanel,Luxury,2013,Spring,25862
681373,Gucci,Luxury,2002,Fall,25863
93157,Balenciaga,Avant-garde,2019,Resort,25864
72590,Valentino,Luxury,2021,Fall,25865
480401,Alexander McQueen,Avant-garde,2005,Spring,25866
301295,Gucci,Luxury,2021,Resort,25867
55417,Miu Miu,Accessible Luxury,2016,Spring,25868
15918,Max Mara,Accessible Luxury,2020,Fall,25869
100997,Fendi,Luxury,2016,Fall,25870
426,Christian Dior,Luxury,2019,Spring,25871
280166,Jean Paul Gaultier,Avant-garde,2013,Fall,25872
544046,Alexander McQueen,Avant-garde,2022,Pre-Fall,25873
99104,Balenciaga,Avant-garde,2020,Spring,25874
198203,Maison Margiela,Avant-garde,2020,Spring,25875
45063,Givenchy,Luxury,2021,Fall,25876
176173,Alexander McQueen,Avant-garde,2016,Fall,25877
379078,Givenchy,Luxury,2019,Resort,25878
198366,Giorgio Armani,Luxury,2022,Spring,25879
37427,Gucci,Luxury,2023,Spring,25880
258442,Balenciaga,Avant-garde,2020,Resort,25881
170305,Valentino,Luxury,2019,Fall,25882
321749,Balenciaga,Avant-garde,2021,Pre-Fall,25883
17476,Chanel,Luxury,2009,Fall,25884
167760,Gucci,Luxury,2008,Fall,25885
217894,Dries Van Noten,Avant-garde,2004,Fall,25886
237496,Dolce & Gabbana,Luxury,2005,Spring,25887
101583,Louis Vuitton,Luxury,2003,Fall,25888
841780,Giorgio Armani,Luxury,2010,Resort,25889
755961,Giorgio Armani,Luxury,2012,Resort,25890
286233,Givenchy,Luxury,2002,Spring,25891
101150,Christian Dior,Luxury,2022,Fall,25892
1235571,Giorgio Armani,Luxury,2008,Resort,25893
1129109,Giorgio Armani,Luxury,2008,Resort,25894
534583,Fendi,Luxury,2002,Spring,25895
342171,Rick Owens,Avant-garde,2006,Fall,25896
48371,Ralph Lauren,Accessible Luxury,2006,Fall,25897
91152,Prada,Luxury,2004,Spring,25898
138354,Dolce & Gabbana,Luxury,2008,Spring,25899
122083,Missoni,Accessible Luxury,2003,Fall,25900
426239,Missoni,Accessible Luxury,2009,Resort,25901
330840,Missoni,Accessible Luxury,2003,Fall,25902
214010,Marni,Accessible Luxury,2015,Fall,25903
90826,Max Mara,Accessible Luxury,2007,Spring,25904
33868,Chanel,Luxury,2015,Spring,25905
1164262,Prada,Luxury,2010,Resort,25906
367836,Versace,Luxury,2013,Pre-Fall,25907
108852,Chanel,Luxury,2013,Spring,25908
366185,Maison Margiela,Avant-garde,2017,Fall,25909
229315,Balenciaga,Avant-garde,2012,Fall,25910
326548,Chanel,Luxury,2010,Resort,25911
494672,Max Mara,Accessible Luxury,2019,Fall,25912
418507,Stella McCartney,Accessible Luxury,2011,Spring,25913
49376,Valentino,Luxury,2001,Fall,25914
437700,Dries Van Noten,Avant-garde,2016,Fall,25915
679395,Stella McCartney,Accessible Luxury,2012,Pre-Fall,25916
356486,Ralph Lauren,Accessible Luxury,2016,Resort,25917
441250,Balenciaga,Avant-garde,2005,Spring,25918
87010,Fendi,Luxury,2015,Pre-Fall,25919
366043,Maison Margiela,Avant-garde,2019,Fall,25920
294045,Gucci,Luxury,2014,Pre-Fall,25921
231668,Ralph Lauren,Accessible Luxury,2003,Spring,25922
144364,Christian Dior,Luxury,2021,Pre-Fall,25923
690089,Stella McCartney,Accessible Luxury,2015,Spring,25924
58086,Louis Vuitton,Luxury,2002,Fall,25925
612774,Marni,Accessible Luxury,2014,Resort,25926
859233,Max Mara,Accessible Luxury,2016,Fall,25927
136933,Giorgio Armani,Luxury,2019,Spring,25928
450760,Max Mara,Accessible Luxury,2017,Pre-Fall,25929
328465,Rick Owens,Avant-garde,2022,Spring,25930
432466,Givenchy,Luxury,2023,Pre-Fall,25931
739052,Max Mara,Accessible Luxury,2012,Fall,25932
166274,Saint Laurent,Luxury,2019,Fall,25933
825326,Max Mara,Accessible Luxury,2022,Fall,25934
51549,Gucci,Luxury,2021,Spring,25935
1080671,Missoni,Accessible Luxury,2017,Pre-Fall,25936
625642,Valentino,Luxury,2021,Pre-Fall,25937
392212,Missoni,Accessible Luxury,2023,Spring,25938
224909,Prada,Luxury,2015,Spring,25939
81153,Christian Dior,Luxury,2023,Spring,25940
291458,Fendi,Luxury,2023,Fall,25941
460940,Louis Vuitton,Luxury,2023,Fall,25942
740073,Max Mara,Accessible Luxury,2020,Fall,25943
171528,Missoni,Accessible Luxury,2016,Spring,25944
823023,Ralph Lauren,Accessible Luxury,2021,Fall,25945
130533,Dolce & Gabbana,Luxury,2023,Spring,25946
195730,Saint Laurent,Luxury,2022,Fall,25947
627295,Balenciaga,Avant-garde,2008,Resort,25948
153794,Givenchy,Luxury,2007,Fall,25949
1008442,Max Mara,Accessible Luxury,2015,Spring,25950
357915,Ralph Lauren,Accessible Luxury,2013,Resort,25951
76881,Jean Paul Gaultier,Avant-garde,2001,Fall,25952
313582,Louis Vuitton,Luxury,2000,Spring,25953
341821,Ralph Lauren,Accessible Luxury,2007,Fall,25954
33899,Versace,Luxury,2007,Fall,25955
134354,Saint Laurent,Luxury,2007,Fall,25956
192735,Chanel,Luxury,2009,Fall,25957
134733,Rick Owens,Avant-garde,2008,Fall,25958
279395,Christian Dior,Luxury,2000,Spring,25959
762063,Gucci,Luxury,2000,Fall,25960
544363,Valentino,Luxury,2009,Fall,25961
741958,Stella McCartney,Accessible Luxury,2005,Fall,25962
1024301,Stella McCartney,Accessible Luxury,2002,Fall,25963
621434,Marni,Accessible Luxury,2002,Fall,25964
272013,Saint Laurent,Luxury,2013,Spring,25965
6526,Ralph Lauren,Accessible Luxury,2004,Spring,25966
327884,Givenchy,Luxury,2010,Fall,25967
237595,Fendi,Luxury,2012,Spring,25968
284721,Marni,Accessible Luxury,2015,Fall,25969
39829,Christian Dior,Luxury,2010,Spring,25970
10141,Saint Laurent,Luxury,2015,Spring,25971
189640,Missoni,Accessible Luxury,2011,Pre-Fall,25972
363587,Jean Paul Gaultier,Avant-garde,2012,Resort,25973
765320,Stella McCartney,Accessible Luxury,2008,Fall,25974
28561,Dolce & Gabbana,Luxury,2005,Fall,25975
299208,Givenchy,Luxury,2010,Pre-Fall,25976
96599,Givenchy,Luxury,2015,Pre-Fall,25977
53415,Balenciaga,Avant-garde,2003,Fall,25978
167148,Rick Owens,Avant-garde,2016,Fall,25979
469111,Gucci,Luxury,2012,Pre-Fall,25980
226352,Versace,Luxury,2009,Fall,25981
261279,Chanel,Luxury,2006,Spring,25982
88201,Jean Paul Gaultier,Avant-garde,2001,Spring,25983
426161,Fendi,Luxury,2004,Fall,25984
239336,Marni,Accessible Luxury,2013,Fall,25985
140865,Maison Margiela,Avant-garde,2001,Spring,25986
333652,Rick Owens,Avant-garde,2004,Spring,25987
35505,Versace,Luxury,2018,Fall,25988
98005,Alexander McQueen,Avant-garde,2022,Resort,25989
702102,Max Mara,Accessible Luxury,2013,Spring,25990
30313,Versace,Luxury,2017,Fall,25991
240304,Gucci,Luxury,2017,Resort,25992
74175,Burberry,Accessible Luxury,2019,Spring,25993
66396,Burberry,Accessible Luxury,2021,Fall,25994
617220,Max Mara,Accessible Luxury,2022,Resort,25995
928854,Jean Paul Gaultier,Avant-garde,2022,Spring,25996
555358,Missoni,Accessible Luxury,2022,Pre-Fall,25997
174714,Saint Laurent,Luxury,2021,Spring,25998
159810,Ralph Lauren,Accessible Luxury,2019,Spring,25999
557279,Givenchy,Luxury,2020,Fall,26000
878340,Stella McCartney,Accessible Luxury,2017,Resort,26001
372959,Louis Vuitton,Luxury,2019,Resort,26002
147965,Dolce & Gabbana,Luxury,2017,Spring,26003
216317,Givenchy,Luxury,2022,Spring,26004
231288,Valentino,Luxury,2020,Pre-Fall,26005
700848,Stella McCartney,Accessible Luxury,2023,Resort,26006
120947,Valentino,Luxury,2018,Fall,26007
126435,Balenciaga,Avant-garde,2019,Fall,26008
138622,Ralph Lauren,Accessible Luxury,2019,Spring,26009
265615,Rick Owens,Avant-garde,2019,Fall,26010
493074,Missoni,Accessible Luxury,2017,Pre-Fall,26011
20079,Fendi,Luxury,2015,Fall,26012
900064,Balenciaga,Avant-garde,2008,Resort,26013
184086,Max Mara,Accessible Luxury,2000,Spring,26014
114791,Jean Paul Gaultier,Avant-garde,2001,Fall,26015
137667,Alexander McQueen,Avant-garde,2004,Spring,26016
150325,Versace,Luxury,2005,Fall,26017
432403,Marni,Accessible Luxury,2000,Spring,26018
783063,Stella McCartney,Accessible Luxury,2004,Spring,26019
418767,Versace,Luxury,2008,Spring,26020
71113,Chanel,Luxury,2007,Spring,26021
2334,Louis Vuitton,Luxury,2002,Spring,26022
44693,Christian Dior,Luxury,2009,Spring,26023
66342,Dries Van Noten,Avant-garde,2011,Fall,26024
594199,Marni,Accessible Luxury,2012,Pre-Fall,26025
556808,Givenchy,Luxury,2009,Pre-Fall,26026
259997,Chanel,Luxury,2011,Resort,26027
122109,Christian Dior,Luxury,2007,Fall,26028
286326,Chanel,Luxury,2008,Pre-Fall,26029
418432,Missoni,Accessible Luxury,2011,Spring,26030
154952,Missoni,Accessible Luxury,2012,Spring,26031
37043,Dolce & Gabbana,Luxury,2007,Fall,26032
108427,Gucci,Luxury,2014,Spring,26033
347459,Stella McCartney,Accessible Luxury,2017,Pre-Fall,26034
758469,Balenciaga,Avant-garde,2009,Fall,26035
179457,Alexander McQueen,Avant-garde,2013,Pre-Fall,26036
583603,Christian Dior,Luxury,2014,Pre-Fall,26037
47331,Jean Paul Gaultier,Avant-garde,2015,Spring,26038
748298,Ralph Lauren,Accessible Luxury,2020,Pre-Fall,26039
413322,Saint Laurent,Luxury,2013,Spring,26040
244276,Ralph Lauren,Accessible Luxury,2017,Fall,26041
172903,Valentino,Luxury,2013,Fall,26042
59122,Giorgio Armani,Luxury,2013,Fall,26043
351431,Balenciaga,Avant-garde,2014,Fall,26044
153437,Giorgio Armani,Luxury,2013,Fall,26045
429400,Givenchy,Luxury,2015,Fall,26046
307194,Maison Margiela,Avant-garde,2016,Spring,26047
541906,Miu Miu,Accessible Luxury,2021,Spring,26048
387520,Alexander McQueen,Avant-garde,2000,Spring,26049
408742,Burberry,Accessible Luxury,2022,Resort,26050
284774,Saint Laurent,Luxury,2017,Spring,26051
308869,Maison Margiela,Avant-garde,2009,Fall,26052
546018,Miu Miu,Accessible Luxury,2017,Fall,26053
1012,Chanel,Luxury,2017,Spring,26054
243100,Ralph Lauren,Accessible Luxury,2018,Fall,26055
184614,Marni,Accessible Luxury,2020,Pre-Fall,26056
153713,Balenciaga,Avant-garde,2021,Spring,26057
94807,Rick Owens,Avant-garde,2018,Fall,26058
1025129,Miu Miu,Accessible Luxury,2021,Resort,26059
893998,Versace,Luxury,2022,Resort,26060
287858,Balenciaga,Avant-garde,2017,Spring,26061
665013,Fendi,Luxury,2022,Pre-Fall,26062
384116,Christian Dior,Luxury,2019,Resort,26063
71913,Chanel,Luxury,2018,Fall,26064
222939,Jean Paul Gaultier,Avant-garde,2021,Fall,26065
379083,Max Mara,Accessible Luxury,2019,Fall,26066
171739,Christian Dior,Luxury,2020,Fall,26067
24963,Versace,Luxury,2020,Fall,26068
256560,Gucci,Luxury,2023,Resort,26069
135570,Dolce & Gabbana,Luxury,2022,Fall,26070
206711,Jean Paul Gaultier,Avant-garde,2022,Fall,26071
17298,Prada,Luxury,2019,Fall,26072
174728,Burberry,Accessible Luxury,2022,Spring,26073
73579,Versace,Luxury,2022,Spring,26074
123644,Maison Margiela,Avant-garde,2019,Spring,26075
644323,Versace,Luxury,2003,Fall,26076
200860,Prada,Luxury,2008,Spring,26077
14645,Giorgio Armani,Luxury,2006,Spring,26078
435793,Max Mara,Accessible Luxury,2006,Fall,26079
508633,Prada,Luxury,2009,Spring,26080
249237,Valentino,Luxury,2001,Spring,26081
933899,Valentino,Luxury,2012,Resort,26082
550302,Givenchy,Luxury,2004,Fall,26083
995540,Giorgio Armani,Luxury,2017,Pre-Fall,26084
246699,Versace,Luxury,2009,Spring,26085
43821,Saint Laurent,Luxury,2007,Fall,26086
536111,Marni,Accessible Luxury,2012,Spring,26087
1053850,Christian Dior,Luxury,2011,Pre-Fall,26088
322328,Balenciaga,Avant-garde,2008,Fall,26089
9507,Burberry,Accessible Luxury,2011,Spring,26090
11120,Burberry,Accessible Luxury,2011,Spring,26091
329215,Maison Margiela,Avant-garde,2012,Fall,26092
101330,Jean Paul Gaultier,Avant-garde,2014,Fall,26093
368502,Maison Margiela,Avant-garde,2010,Spring,26094
295604,Ralph Lauren,Accessible Luxury,2010,Spring,26095
44002,Giorgio Armani,Luxury,2011,Spring,26096
254115,Giorgio Armani,Luxury,2004,Spring,26097
382516,Rick Owens,Avant-garde,2010,Fall,26098
491796,Prada,Luxury,2001,Fall,26099
520412,Stella McCartney,Accessible Luxury,2010,Fall,26100
222196,Chanel,Luxury,2010,Spring,26101
335734,Missoni,Accessible Luxury,2010,Spring,26102
201118,Rick Owens,Avant-garde,2015,Fall,26103
30457,Jean Paul Gaultier,Avant-garde,2012,Spring,26104
220404,Christian Dior,Luxury,2011,Pre-Fall,26105
270215,Givenchy,Luxury,2014,Spring,26106
368203,Valentino,Luxury,2013,Pre-Fall,26107
718811,Stella McCartney,Accessible Luxury,2015,Fall,26108
407155,Louis Vuitton,Luxury,2001,Fall,26109
710625,Christian Dior,Luxury,2011,Pre-Fall,26110
623509,Max Mara,Accessible Luxury,2019,Resort,26111
186647,Marni,Accessible Luxury,2015,Fall,26112
18807,Jean Paul Gaultier,Avant-garde,2015,Spring,26113
8324,Fendi,Luxury,2014,Spring,26114
678241,Stella McCartney,Accessible Luxury,2014,Pre-Fall,26115
125587,Christian Dior,Luxury,2001,Spring,26116
223372,Maison Margiela,Avant-garde,2015,Fall,26117
244943,Maison Margiela,Avant-garde,2022,Fall,26118
161966,Jean Paul Gaultier,Avant-garde,2004,Spring,26119
133603,Missoni,Accessible Luxury,2014,Spring,26120
135958,Louis Vuitton,Luxury,2016,Fall,26121
507051,Balenciaga,Avant-garde,2022,Pre-Fall,26122
30672,Miu Miu,Accessible Luxury,2016,Spring,26123
471367,Alexander McQueen,Avant-garde,2018,Fall,26124
11772,Christian Dior,Luxury,2022,Fall,26125
189907,Givenchy,Luxury,2017,Spring,26126
353577,Saint Laurent,Luxury,2023,Spring,26127
335314,Givenchy,Luxury,2005,Fall,26128
890604,Alexander McQueen,Avant-garde,2022,Pre-Fall,26129
263154,Chanel,Luxury,2019,Spring,26130
159600,Christian Dior,Luxury,2005,Fall,26131
800882,Versace,Luxury,2017,Pre-Fall,26132
84686,Prada,Luxury,2020,Fall,26133
199771,Miu Miu,Accessible Luxury,2017,Spring,26134
119904,Giorgio Armani,Luxury,2023,Fall,26135
74336,Gucci,Luxury,2020,Resort,26136
95368,Valentino,Luxury,2023,Resort,26137
373451,Rick Owens,Avant-garde,2020,Fall,26138
453566,Giorgio Armani,Luxury,2017,Resort,26139
39079,Ralph Lauren,Accessible Luxury,2014,Spring,26140
108947,Louis Vuitton,Luxury,2003,Fall,26141
124660,Valentino,Luxury,2002,Spring,26142
121205,Prada,Luxury,2009,Resort,26143
359825,Marni,Accessible Luxury,2012,Pre-Fall,26144
742337,Gucci,Luxury,2007,Resort,26145
491419,Jean Paul Gaultier,Avant-garde,2009,Resort,26146
83988,Burberry,Accessible Luxury,2007,Fall,26147
177668,Ralph Lauren,Accessible Luxury,2008,Spring,26148
585870,Rick Owens,Avant-garde,2002,Fall,26149
288980,Burberry,Accessible Luxury,2011,Resort,26150
43735,Valentino,Luxury,2008,Fall,26151
502518,Dries Van Noten,Avant-garde,2003,Fall,26152
137666,Burberry,Accessible Luxury,2003,Fall,26153
647926,Max Mara,Accessible Luxury,2007,Spring,26154
433354,Miu Miu,Accessible Luxury,2005,Fall,26155
357446,Marni,Accessible Luxury,2012,Spring,26156
133285,Marni,Accessible Luxury,2010,Resort,26157
68638,Burberry,Accessible Luxury,2010,Spring,26158
107239,Valentino,Luxury,2006,Fall,26159
226634,Dries Van Noten,Avant-garde,2003,Spring,26160
48466,Dolce & Gabbana,Luxury,2004,Spring,26161
100577,Valentino,Luxury,2008,Resort,26162
208008,Ralph Lauren,Accessible Luxury,2006,Fall,26163
237693,Ralph Lauren,Accessible Luxury,2009,Fall,26164
449580,Rick Owens,Avant-garde,2006,Fall,26165
112029,Valentino,Luxury,2013,Resort,26166
344710,Giorgio Armani,Luxury,2022,Fall,26167
38154,Ralph Lauren,Accessible Luxury,2008,Spring,26168
85819,Giorgio Armani,Luxury,2012,Fall,26169
43035,Burberry,Accessible Luxury,2012,Resort,26170
520802,Versace,Luxury,2003,Spring,26171
598377,Burberry,Accessible Luxury,2015,Pre-Fall,26172
469524,Marni,Accessible Luxury,2016,Fall,26173
433846,Giorgio Armani,Luxury,2020,Pre-Fall,26174
160228,Burberry,Accessible Luxury,2013,Spring,26175
829044,Giorgio Armani,Luxury,2015,Pre-Fall,26176
114308,Christian Dior,Luxury,2016,Spring,26177
864054,Max Mara,Accessible Luxury,2014,Pre-Fall,26178
531406,Versace,Luxury,2015,Pre-Fall,26179
276470,Burberry,Accessible Luxury,2014,Spring,26180
29688,Alexander McQueen,Avant-garde,2015,Fall,26181
662988,Max Mara,Accessible Luxury,2013,Fall,26182
54161,Marni,Accessible Luxury,2023,Spring,26183
273550,Maison Margiela,Avant-garde,2014,Spring,26184
132243,Louis Vuitton,Luxury,2019,Spring,26185
1163056,Balenciaga,Avant-garde,2013,Pre-Fall,26186
97545,Versace,Luxury,2017,Spring,26187
197835,Jean Paul Gaultier,Avant-garde,2013,Spring,26188
377443,Ralph Lauren,Accessible Luxury,2016,Fall,26189
273772,Missoni,Accessible Luxury,2015,Pre-Fall,26190
17788,Dries Van Noten,Avant-garde,2017,Fall,26191
58292,Chanel,Luxury,2019,Spring,26192
191616,Miu Miu,Accessible Luxury,2017,Spring,26193
867850,Stella McCartney,Accessible Luxury,2013,Pre-Fall,26194
299007,Fendi,Luxury,2020,Fall,26195
222666,Giorgio Armani,Luxury,2021,Spring,26196
288288,Versace,Luxury,2022,Spring,26197
190571,Maison Margiela,Avant-garde,2019,Fall,26198
450761,Stella McCartney,Accessible Luxury,2019,Spring,26199
202186,Dries Van Noten,Avant-garde,2020,Spring,26200
303229,Louis Vuitton,Luxury,2020,Spring,26201
620,Christian Dior,Luxury,2022,Pre-Fall,26202
557157,Miu Miu,Accessible Luxury,2022,Fall,26203
1164252,Balenciaga,Avant-garde,2008,Pre-Fall,26204
132122,Burberry,Accessible Luxury,2011,Pre-Fall,26205
608409,Ralph Lauren,Accessible Luxury,2009,Resort,26206
711506,Gucci,Luxury,2003,Fall,26207
445681,Stella McCartney,Accessible Luxury,2008,Pre-Fall,26208
619346,Miu Miu,Accessible Luxury,2004,Fall,26209
493076,Saint Laurent,Luxury,2004,Fall,26210
382715,Gucci,Luxury,2001,Fall,26211
882653,Giorgio Armani,Luxury,2009,Resort,26212
48957,Ralph Lauren,Accessible Luxury,2012,Fall,26213
137490,Ralph Lauren,Accessible Luxury,2000,Spring,26214
387389,Louis Vuitton,Luxury,2004,Spring,26215
12901,Prada,Luxury,2007,Fall,26216
114155,Burberry,Accessible Luxury,2019,Spring,26217
506478,Missoni,Accessible Luxury,2013,Resort,26218
99892,Christian Dior,Luxury,2008,Spring,26219
179172,Chanel,Luxury,2009,Fall,26220
27058,Burberry,Accessible Luxury,2011,Fall,26221
1515,Jean Paul Gaultier,Avant-garde,2014,Spring,26222
92264,Jean Paul Gaultier,Avant-garde,2012,Spring,26223
200537,Chanel,Luxury,2014,Spring,26224
618616,Rick Owens,Avant-garde,2009,Spring,26225
5785,Valentino,Luxury,2021,Pre-Fall,26226
311309,Stella McCartney,Accessible Luxury,2011,Fall,26227
7684,Jean Paul Gaultier,Avant-garde,2013,Fall,26228
424940,Chanel,Luxury,2015,Resort,26229
172765,Givenchy,Luxury,2012,Fall,26230
124293,Valentino,Luxury,2011,Spring,26231
41518,Jean Paul Gaultier,Avant-garde,2011,Fall,26232
243382,Christian Dior,Luxury,2015,Spring,26233
169385,Fendi,Luxury,2010,Spring,26234
101318,Max Mara,Accessible Luxury,2023,Resort,26235
260196,Fendi,Luxury,2010,Fall,26236
235203,Jean Paul Gaultier,Avant-garde,2011,Pre-Fall,26237
546119,Louis Vuitton,Luxury,2003,Spring,26238
25420,Chanel,Luxury,2012,Fall,26239
18654,Christian Dior,Luxury,2016,Pre-Fall,26240
160415,Miu Miu,Accessible Luxury,2022,Fall,26241
1102892,Balenciaga,Avant-garde,2002,Fall,26242
749514,Ralph Lauren,Accessible Luxury,2014,Resort,26243
677021,Marni,Accessible Luxury,2023,Resort,26244
483637,Maison Margiela,Avant-garde,2015,Resort,26245
552016,Miu Miu,Accessible Luxury,2017,Resort,26246
302462,Balenciaga,Avant-garde,2018,Fall,26247
89019,Ralph Lauren,Accessible Luxury,2015,Spring,26248
114687,Givenchy,Luxury,2017,Fall,26249
856,Chanel,Luxury,2015,Fall,26250
976357,Max Mara,Accessible Luxury,2015,Resort,26251
788367,Givenchy,Luxury,2023,Resort,26252
47177,Louis Vuitton,Luxury,2018,Fall,26253
243252,Saint Laurent,Luxury,2021,Spring,26254
38440,Giorgio Armani,Luxury,2023,Fall,26255
202625,Dries Van Noten,Avant-garde,2021,Fall,26256
953911,Ralph Lauren,Accessible Luxury,2021,Spring,26257
237286,Missoni,Accessible Luxury,2020,Fall,26258
280478,Marni,Accessible Luxury,2022,Spring,26259
94515,Missoni,Accessible Luxury,2020,Spring,26260
28113,Rick Owens,Avant-garde,2021,Fall,26261
807089,Maison Margiela,Avant-garde,2023,Fall,26262
226702,Prada,Luxury,2020,Fall,26263
435813,Jean Paul Gaultier,Avant-garde,2021,Fall,26264
84921,Saint Laurent,Luxury,2020,Spring,26265
95486,Ralph Lauren,Accessible Luxury,2023,Spring,26266
380850,Fendi,Luxury,2020,Resort,26267
186802,Louis Vuitton,Luxury,2004,Spring,26268
531215,Gucci,Luxury,2002,Spring,26269
24677,Jean Paul Gaultier,Avant-garde,2002,Fall,26270
191236,Louis Vuitton,Luxury,2007,Fall,26271
577350,Balenciaga,Avant-garde,2000,Fall,26272
44522,Valentino,Luxury,2005,Fall,26273
729660,Maison Margiela,Avant-garde,2012,Resort,26274
817151,Gucci,Luxury,2003,Spring,26275
714145,Christian Dior,Luxury,2000,Spring,26276
225319,Valentino,Luxury,2006,Fall,26277
383381,Rick Owens,Avant-garde,2007,Spring,26278
522165,Alexander McQueen,Avant-garde,2010,Fall,26279
373881,Prada,Luxury,2004,Fall,26280
188552,Louis Vuitton,Luxury,2010,Fall,26281
126111,Jean Paul Gaultier,Avant-garde,2006,Fall,26282
3565,Givenchy,Luxury,2004,Spring,26283
656433,Maison Margiela,Avant-garde,2000,Spring,26284
202654,Prada,Luxury,2012,Fall,26285
885384,Dolce & Gabbana,Luxury,2008,Pre-Fall,26286
909413,Fendi,Luxury,2011,Spring,26287
524947,Ralph Lauren,Accessible Luxury,2011,Fall,26288
897884,Dolce & Gabbana,Luxury,2008,Pre-Fall,26289
287251,Ralph Lauren,Accessible Luxury,2013,Resort,26290
185346,Louis Vuitton,Luxury,2012,Spring,26291
586396,Versace,Luxury,2011,Pre-Fall,26292
997824,Miu Miu,Accessible Luxury,2002,Fall,26293
48520,Gucci,Luxury,2011,Fall,26294
22329,Versace,Luxury,2012,Fall,26295
199166,Prada,Luxury,2000,Fall,26296
157457,Fendi,Luxury,2015,Fall,26297
78741,Stella McCartney,Accessible Luxury,2013,Spring,26298
404496,Maison Margiela,Avant-garde,2009,Fall,26299
68876,Louis Vuitton,Luxury,2012,Spring,26300
553979,Dolce & Gabbana,Luxury,2009,Fall,26301
307492,Fendi,Luxury,2010,Fall,26302
44930,Givenchy,Luxury,2017,Fall,26303
280649,Ralph Lauren,Accessible Luxury,2015,Resort,26304
174848,Fendi,Luxury,2014,Fall,26305
520679,Marni,Accessible Luxury,2003,Spring,26306
766041,Givenchy,Luxury,2012,Resort,26307
209256,Christian Dior,Luxury,2005,Spring,26308
886104,Max Mara,Accessible Luxury,2015,Pre-Fall,26309
524526,Stella McCartney,Accessible Luxury,2003,Spring,26310
81172,Jean Paul Gaultier,Avant-garde,2015,Spring,26311
226239,Prada,Luxury,2013,Fall,26312
812648,Missoni,Accessible Luxury,2011,Resort,26313
409573,Marni,Accessible Luxury,2003,Spring,26314
484322,Maison Margiela,Avant-garde,2019,Fall,26315
220698,Alexander McQueen,Avant-garde,2019,Spring,26316
38168,Prada,Luxury,2014,Spring,26317
240999,Missoni,Accessible Luxury,2022,Fall,26318
941087,Missoni,Accessible Luxury,2014,Resort,26319
459304,Burberry,Accessible Luxury,2020,Resort,26320
402893,Versace,Luxury,2021,Pre-Fall,26321
560604,Givenchy,Luxury,2019,Pre-Fall,26322
710225,Miu Miu,Accessible Luxury,2016,Resort,26323
208655,Louis Vuitton,Luxury,2019,Resort,26324
17513,Versace,Luxury,2016,Pre-Fall,26325
312519,Burberry,Accessible Luxury,2023,Spring,26326
114144,Dolce & Gabbana,Luxury,2021,Spring,26327
199482,Christian Dior,Luxury,2020,Resort,26328
369897,Ralph Lauren,Accessible Luxury,2023,Spring,26329
338289,Burberry,Accessible Luxury,2023,Resort,26330
95283,Max Mara,Accessible Luxury,2020,Spring,26331
49020,Saint Laurent,Luxury,2002,Fall,26332
310738,Fendi,Luxury,2000,Spring,26333
424824,Maison Margiela,Avant-garde,2014,Pre-Fall,26334
76370,Chanel,Luxury,2009,Spring,26335
50756,Gucci,Luxury,2011,Spring,26336
602198,Gucci,Luxury,2004,Spring,26337
177847,Giorgio Armani,Luxury,2006,Spring,26338
188759,Dries Van Noten,Avant-garde,2010,Fall,26339
147928,Gucci,Luxury,2011,Spring,26340
207079,Valentino,Luxury,2010,Spring,26341
403568,Miu Miu,Accessible Luxury,2004,Spring,26342
1017405,Louis Vuitton,Luxury,2009,Resort,26343
560727,Dolce & Gabbana,Luxury,2001,Fall,26344
844181,Chanel,Luxury,2002,Fall,26345
263037,Givenchy,Luxury,2007,Spring,26346
823296,Max Mara,Accessible Luxury,2003,Fall,26347
380257,Christian Dior,Luxury,2000,Spring,26348
631516,Gucci,Luxury,2004,Fall,26349
240773,Stella McCartney,Accessible Luxury,2006,Spring,26350
261285,Marni,Accessible Luxury,2002,Spring,26351
653974,Missoni,Accessible Luxury,2001,Fall,26352
529284,Louis Vuitton,Luxury,2013,Pre-Fall,26353
349679,Maison Margiela,Avant-garde,2015,Spring,26354
666211,Fendi,Luxury,2006,Spring,26355
455587,Stella McCartney,Accessible Luxury,2008,Spring,26356
42460,Chanel,Luxury,2012,Spring,26357
294840,Givenchy,Luxury,2005,Fall,26358
407735,Stella McCartney,Accessible Luxury,2005,Fall,26359
663882,Max Mara,Accessible Luxury,2004,Spring,26360
237296,Jean Paul Gaultier,Avant-garde,2009,Spring,26361
43639,Balenciaga,Avant-garde,2013,Spring,26362
1087335,Ralph Lauren,Accessible Luxury,2015,Pre-Fall,26363
538909,Marni,Accessible Luxury,2016,Resort,26364
385737,Missoni,Accessible Luxury,2010,Pre-Fall,26365
153262,Saint Laurent,Luxury,2010,Spring,26366
216890,Dolce & Gabbana,Luxury,2012,Spring,26367
316510,Missoni,Accessible Luxury,2012,Spring,26368
1090935,Fendi,Luxury,2014,Resort,26369
70399,Alexander McQueen,Avant-garde,2014,Fall,26370
46568,Gucci,Luxury,2009,Fall,26371
55283,Jean Paul Gaultier,Avant-garde,2013,Resort,26372
249408,Stella McCartney,Accessible Luxury,2009,Spring,26373
272981,Miu Miu,Accessible Luxury,2017,Resort,26374
